,Id,Rating,Genre,Director,Runtime
776,1002,Not Rated,Drama,Jacques Rivette,150
777,1004,Parents Strongly Cautioned,Drama,Steven Spielberg,154
778,1006,Restricted,Action and Adventure,Neil Jordan,122
778,1006,Restricted,Drama,Neil Jordan,122
778,1006,Restricted,Mystery and Suspense,Neil Jordan,122
779,1007,Parental Guidance Suggested,Comedy,Unknown,92
779,1007,Parental Guidance Suggested,Kids and Family,Unknown,92
780,1008,Restricted,Action and Adventure,Jack Hill,91
780,1008,Restricted,Classics,Jack Hill,91
781,1009,Parents Strongly Cautioned,Comedy,Unknown,121
781,1009,Parents Strongly Cautioned,Drama,Unknown,121
781,1009,Parents Strongly Cautioned,Romance,Unknown,121
782,1011,Restricted,Horror,Steven Quale,92
783,1013,Restricted,Drama,Unknown,113
784,1014,Parental Guidance Suggested,Comedy,Gary Winick,105
784,1014,Parental Guidance Suggested,Drama,Gary Winick,105
784,1014,Parental Guidance Suggested,Romance,Gary Winick,105
785,1015,Restricted,Horror,Ole Bornedal,93
785,1015,Restricted,Kids and Family,Ole Bornedal,93
785,1015,Restricted,Mystery and Suspense,Ole Bornedal,93
785,1015,Restricted,Science Fiction and Fantasy,Ole Bornedal,93
786,1016,Restricted,Comedy,Zak Penn,104
787,1017,Parents Strongly Cautioned,Drama,David Fincher,166
787,1017,Parents Strongly Cautioned,Science Fiction and Fantasy,David Fincher,166
787,1017,Parents Strongly Cautioned,Romance,David Fincher,166
788,1020,Not Rated,Art House and International,Vasili Pichul,130
788,1020,Not Rated,Drama,Vasili Pichul,130
788,1020,Not Rated,Romance,Vasili Pichul,130
789,1021,Not Rated,Documentary,Henri Cartier-Bresson,33
790,1022,Parental Guidance Suggested,Action and Adventure,Ralph Bakshi,80
790,1022,Parental Guidance Suggested,Animation,Ralph Bakshi,80
790,1022,Parental Guidance Suggested,Kids and Family,Ralph Bakshi,80
790,1022,Parental Guidance Suggested,Science Fiction and Fantasy,Ralph Bakshi,80
791,1023,Parents Strongly Cautioned,Action and Adventure,Joseph Sargent,89
791,1023,Parents Strongly Cautioned,Horror,Joseph Sargent,89
791,1023,Parents Strongly Cautioned,Mystery and Suspense,Joseph Sargent,89
792,1024,General Audience,Classics,Unknown,83
792,1024,General Audience,Comedy,Unknown,83
792,1024,General Audience,Musical and Performing Arts,Unknown,83
792,1024,General Audience,Romance,Unknown,83
793,1025,Not Rated,Classics,Charles Walters,103
793,1025,Not Rated,Musical and Performing Arts,Charles Walters,103
793,1025,Not Rated,Romance,Charles Walters,103
794,1026,Restricted,Action and Adventure,Douglas Hickox,111
794,1026,Restricted,Classics,Douglas Hickox,111
794,1026,Restricted,Drama,Douglas Hickox,111
794,1026,Restricted,Mystery and Suspense,Douglas Hickox,111
795,1028,General Audience,Kids and Family,Brian Henson,120
795,1028,General Audience,Science Fiction and Fantasy,Brian Henson,120
796,1029,Not Rated,Drama,Michael Curtiz,140
796,1029,Not Rated,Faith and Spirituality,Michael Curtiz,140
797,1030,Not Rated,Art House and International,Mario Bava,90
797,1030,Not Rated,Drama,Mario Bava,90
797,1030,Not Rated,Horror,Mario Bava,90
798,1031,Not Rated,Classics,Morton DaCosta,143
798,1031,Not Rated,Comedy,Morton DaCosta,143
798,1031,Not Rated,Drama,Morton DaCosta,143
799,1033,Restricted,Action and Adventure,Michael Winner,99
799,1033,Restricted,Drama,Michael Winner,99
799,1033,Restricted,Mystery and Suspense,Michael Winner,99
800,1034,Parental Guidance Suggested,Drama,Waris Hussein,125
801,1035,Restricted,Action and Adventure,James Glickenhaus,104
801,1035,Restricted,Mystery and Suspense,James Glickenhaus,104
802,1036,Parents Strongly Cautioned,Drama,Edward Burns,99
803,1037,Not Rated,Action and Adventure,Michael Pressman,95
803,1037,Not Rated,Drama,Michael Pressman,95
804,1038,Parents Strongly Cautioned,Comedy,Donald Petrie,115
804,1038,Parents Strongly Cautioned,Drama,Donald Petrie,115
804,1038,Parents Strongly Cautioned,Romance,Donald Petrie,115
805,1042,Not Rated,Art House and International,Robert Bresson,95
805,1042,Not Rated,Drama,Robert Bresson,95
806,1043,Parents Strongly Cautioned,Action and Adventure,Vic Sarin|Victor Sarin,100
806,1043,Parents Strongly Cautioned,Drama,Vic Sarin|Victor Sarin,100
806,1043,Parents Strongly Cautioned,Mystery and Suspense,Vic Sarin|Victor Sarin,100
806,1043,Parents Strongly Cautioned,Science Fiction and Fantasy,Vic Sarin|Victor Sarin,100
806,1043,Parents Strongly Cautioned,Faith and Spirituality,Vic Sarin|Victor Sarin,100
807,1044,Restricted,Drama,George Hickenlooper,89
808,1045,Not Rated,Action and Adventure,Mani Ratnam,133
808,1045,Not Rated,Art House and International,Mani Ratnam,133
808,1045,Not Rated,Drama,Mani Ratnam,133
808,1045,Not Rated,Mystery and Suspense,Mani Ratnam,133
808,1045,Not Rated,Romance,Mani Ratnam,133
809,1046,Restricted,Drama,Unknown,126
810,1047,General Audience,Drama,Nils Tavernier,95
810,1047,General Audience,Musical and Performing Arts,Nils Tavernier,95
811,1048,Parental Guidance Suggested,Classics,Alfred Hitchcock,100
811,1048,Parental Guidance Suggested,Comedy,Alfred Hitchcock,100
811,1048,Parental Guidance Suggested,Mystery and Suspense,Alfred Hitchcock,100
812,1049,Not Rated,Art House and International,Seyfi Teoman,102
812,1049,Not Rated,Drama,Seyfi Teoman,102
812,1049,Not Rated,Romance,Seyfi Teoman,102
813,1050,Parental Guidance Suggested,Comedy,Eli Roth,104
813,1050,Parental Guidance Suggested,Kids and Family,Eli Roth,104
813,1050,Parental Guidance Suggested,Science Fiction and Fantasy,Eli Roth,104
814,1051,Not Rated,Drama,Bruce Beresford,100
815,1054,Restricted,Comedy,John Moffitt,83
815,1054,Restricted,Drama,John Moffitt,83
816,1055,Restricted,Art House and International,Danis Tanovic,98
816,1055,Restricted,Drama,Danis Tanovic,98
817,1056,Restricted,Comedy,Peter Chelsom,126
817,1056,Restricted,Drama,Peter Chelsom,126
818,1060,Parental Guidance Suggested,Comedy,Michael Schultz,86
819,1061,Not Rated,Comedy,Mostofa Sarwar Farooki,106
819,1061,Not Rated,Drama,Mostofa Sarwar Farooki,106
819,1061,Not Rated,Romance,Mostofa Sarwar Farooki,106
820,1062,Not Rated,Classics,Richard Thorpe,117
820,1062,Not Rated,Drama,Richard Thorpe,117
820,1062,Not Rated,Mystery and Suspense,Richard Thorpe,117
821,1064,Not Rated,Art House and International,Maurice Pialat,98
821,1064,Not Rated,Drama,Maurice Pialat,98
822,1065,Parental Guidance Suggested,Action and Adventure,Unknown,98
822,1065,Parental Guidance Suggested,Kids and Family,Unknown,98
823,1066,Not Rated,Art House and International,Ben Ferris,80
823,1066,Not Rated,Drama,Ben Ferris,80
824,1067,Restricted,Drama,Luca Guadagnino,130
824,1067,Restricted,Romance,Luca Guadagnino,130
825,1069,Not Rated,Drama,Ramin Serry,90
826,1070,Restricted,Drama,Nathan Hope,106
826,1070,Restricted,Mystery and Suspense,Nathan Hope,106
827,1071,Restricted,Drama,Mel Gibson,127
828,1072,Not Rated,Drama,Unknown,90
828,1072,Not Rated,Television,Unknown,90
830,1075,Not Rated,Art House and International,Anatole Litvak,110
830,1075,Not Rated,Classics,Anatole Litvak,110
830,1075,Not Rated,Drama,Anatole Litvak,110
831,1076,Not Rated,Documentary,Mark Hopkins,93
831,1076,Not Rated,Special Interest,Mark Hopkins,93
832,1077,Parents Strongly Cautioned,Action and Adventure,Steven Spielberg,126
832,1077,Parents Strongly Cautioned,Mystery and Suspense,Steven Spielberg,126
832,1077,Parents Strongly Cautioned,Science Fiction and Fantasy,Steven Spielberg,126
833,1078,Restricted,Action and Adventure,Andrew Davis,99
833,1078,Restricted,Mystery and Suspense,Andrew Davis,99
834,1079,Restricted,Comedy,Greg Marcks,86
834,1079,Restricted,Drama,Greg Marcks,86
834,1079,Restricted,Mystery and Suspense,Greg Marcks,86
835,1080,Parents Strongly Cautioned,Drama,Maggie Greenwald,112
835,1080,Parents Strongly Cautioned,Musical and Performing Arts,Maggie Greenwald,112
835,1080,Parents Strongly Cautioned,Romance,Maggie Greenwald,112
836,1081,Restricted,Action and Adventure,Unknown,126
836,1081,Restricted,Art House and International,Unknown,126
836,1081,Restricted,Classics,Unknown,126
836,1081,Restricted,Drama,Unknown,126
836,1081,Restricted,Romance,Unknown,126
837,1082,Parental Guidance Suggested,Classics,John Frankenheimer,167
837,1082,Parental Guidance Suggested,Drama,John Frankenheimer,167
838,1083,Parents Strongly Cautioned,Comedy,Michel Hazanavicius,100
838,1083,Parents Strongly Cautioned,Drama,Michel Hazanavicius,100
838,1083,Parents Strongly Cautioned,Romance,Michel Hazanavicius,100
839,1084,Restricted,Drama,Gia Coppola,100
840,1085,Not Rated,Art House and International,Bertrand Tavernier,118
840,1085,Not Rated,Drama,Bertrand Tavernier,118
841,1086,Parental Guidance Suggested,Science Fiction and Fantasy,Unknown,105
842,1089,Restricted,Comedy,Gus Van Sant,100
842,1089,Restricted,Drama,Gus Van Sant,100
842,1089,Restricted,Science Fiction and Fantasy,Gus Van Sant,100
843,1090,Restricted,Classics,Unknown,95
843,1090,Restricted,Comedy,Unknown,95
844,1091,Parents Strongly Cautioned,Drama,Roger Donaldson,145
845,1092,Parents Strongly Cautioned,Drama,Bryan Singer,120
845,1092,Parents Strongly Cautioned,Mystery and Suspense,Bryan Singer,120
846,1093,Restricted,Classics,Elia Kazan,114
846,1093,Restricted,Comedy,Elia Kazan,114
847,1094,Parental Guidance Suggested,Comedy,Tom Mankiewicz,96
847,1094,Parental Guidance Suggested,Science Fiction and Fantasy,Tom Mankiewicz,96
848,1095,Restricted,Comedy,Kevin Smith,95
849,1096,Restricted,Action and Adventure,Harry Hook,90
849,1096,Restricted,Drama,Harry Hook,90
850,1097,Not Rated,Classics,Unknown,99
850,1097,Not Rated,Drama,Unknown,99
850,1097,Not Rated,Western,Unknown,99
851,1099,Not Rated,Classics,Charles Vidor,92
851,1099,Not Rated,Drama,Charles Vidor,92
851,1099,Not Rated,Mystery and Suspense,Charles Vidor,92
852,1100,Not Rated,Documentary,Mano Khalil,107
852,1100,Not Rated,Drama,Mano Khalil,107
853,1101,Parental Guidance Suggested,Comedy,George Lucas,113
853,1101,Parental Guidance Suggested,Drama,George Lucas,113
854,1102,Parental Guidance Suggested,Classics,George Stevens,156
854,1102,Parental Guidance Suggested,Drama,George Stevens,156
855,1103,Parental Guidance Suggested,Animation,Nick Park,89
855,1103,Parental Guidance Suggested,Comedy,Nick Park,89
855,1103,Parental Guidance Suggested,Kids and Family,Nick Park,89
856,1104,Parental Guidance Suggested,Action and Adventure,Don Siegel,111
856,1104,Parental Guidance Suggested,Drama,Don Siegel,111
856,1104,Parental Guidance Suggested,Mystery and Suspense,Don Siegel,111
857,1106,Not Rated,Classics,George Melford|George Fitzmaurice,80
857,1106,Not Rated,Drama,George Melford|George Fitzmaurice,80
857,1106,Not Rated,Romance,George Melford|George Fitzmaurice,80
858,1108,Restricted,Horror,Rob Schmidt,95
858,1108,Restricted,Mystery and Suspense,Rob Schmidt,95
859,1110,Not Rated,Documentary,Emile de Antonio|Dan Talbot,97
859,1110,Not Rated,Special Interest,Emile de Antonio|Dan Talbot,97
860,1112,Parental Guidance Suggested,Drama,Hirokazu Koreeda,128
861,1113,Restricted,Comedy,George Gallo,112
861,1113,Restricted,Drama,George Gallo,112
862,1114,Restricted,Comedy,Unknown,122
862,1114,Restricted,Drama,Unknown,122
863,1115,Not Rated,Action and Adventure,Jeffrey Lau,188
863,1115,Not Rated,Comedy,Jeffrey Lau,188
863,1115,Not Rated,Drama,Jeffrey Lau,188
864,1116,Restricted,Comedy,Dennis Hopper,105
865,1119,Not Rated,Drama,Fritz Lang,80
865,1119,Not Rated,Mystery and Suspense,Fritz Lang,80
866,1120,Not Rated,Comedy,Steno,90
867,1121,Parental Guidance Suggested,Action and Adventure,Peter Yates,105
867,1121,Parental Guidance Suggested,Classics,Peter Yates,105
867,1121,Parental Guidance Suggested,Comedy,Peter Yates,105
867,1121,Parental Guidance Suggested,Drama,Peter Yates,105
868,1122,Restricted,Drama,Lynn Shelton,90
869,1123,Parental Guidance Suggested,Comedy,Jim Sharman,94
869,1123,Parental Guidance Suggested,Musical and Performing Arts,Jim Sharman,94
869,1123,Parental Guidance Suggested,Television,Jim Sharman,94
870,1125,Not Rated,Art House and International,Unknown,110
870,1125,Not Rated,Documentary,Unknown,110
871,1126,Not Rated,Classics,Irving Rapper,117
871,1126,Not Rated,Drama,Irving Rapper,117
871,1126,Not Rated,Romance,Irving Rapper,117
872,1128,Restricted,Comedy,Stanley Donen,90
872,1128,Restricted,Romance,Stanley Donen,90
873,1131,Not Rated,Comedy,Unknown,88
873,1131,Not Rated,Drama,Unknown,88
874,1132,Restricted,Action and Adventure,Albert Pyun,96
874,1132,Restricted,Drama,Albert Pyun,96
875,1133,Restricted,Drama,Michael Fields,94
875,1133,Restricted,Mystery and Suspense,Michael Fields,94
876,1134,Restricted,Documentary,Rainer Werner Fassbinder,57
876,1134,Restricted,Drama,Rainer Werner Fassbinder,57
876,1134,Restricted,Special Interest,Rainer Werner Fassbinder,57
877,1136,Parents Strongly Cautioned,Action and Adventure,Peter Jackson,170
877,1136,Parents Strongly Cautioned,Science Fiction and Fantasy,Peter Jackson,170
878,1137,Not Rated,Classics,Douglas Sirk,99
878,1137,Not Rated,Comedy,Douglas Sirk,99
878,1137,Not Rated,Drama,Douglas Sirk,99
879,1138,Parents Strongly Cautioned,Comedy,Michael Urie,96
880,1140,Restricted,Comedy,Jeff Tremaine,84
880,1140,Restricted,Documentary,Jeff Tremaine,84
881,1141,Restricted,Action and Adventure,Richard Lang,102
881,1141,Restricted,Western,Richard Lang,102
882,1143,Parental Guidance Suggested,Drama,Paul Feig,95
883,1144,Parents Strongly Cautioned,Drama,Neal Slavin,106
884,1145,Parents Strongly Cautioned,Comedy,Mel Brooks,93
885,1146,Not Rated,Art House and International,Francisco Regueiro,104
885,1146,Not Rated,Comedy,Francisco Regueiro,104
885,1146,Not Rated,Drama,Francisco Regueiro,104
885,1146,Not Rated,Romance,Francisco Regueiro,104
886,1147,Not Rated,Comedy,Scott Dikkers,120
886,1147,Not Rated,Science Fiction and Fantasy,Scott Dikkers,120
887,1148,Parental Guidance Suggested,Comedy,Bill Forsyth,82
887,1148,Parental Guidance Suggested,Drama,Bill Forsyth,82
888,1149,Parental Guidance Suggested,Drama,Alex Kendrick|Stephen Kendrick,111
888,1149,Parental Guidance Suggested,Faith and Spirituality,Alex Kendrick|Stephen Kendrick,111
889,1150,Parents Strongly Cautioned,Comedy,Trent Cooper,89
890,1152,Not Rated,Drama,Jan Cvitkovic,68
891,1153,Not Rated,Classics,Robert Siodmak,80
891,1153,Not Rated,Horror,Robert Siodmak,80
892,1154,General Audience,Action and Adventure,Rob LaDuca|Darrell Rooney,75
892,1154,General Audience,Animation,Rob LaDuca|Darrell Rooney,75
892,1154,General Audience,Comedy,Rob LaDuca|Darrell Rooney,75
892,1154,General Audience,Drama,Rob LaDuca|Darrell Rooney,75
892,1154,General Audience,Kids and Family,Rob LaDuca|Darrell Rooney,75
892,1154,General Audience,Musical and Performing Arts,Rob LaDuca|Darrell Rooney,75
893,1155,Parents Strongly Cautioned,Documentary,Matt Tynauer|Matt Tyrnauer,96
893,1155,Parents Strongly Cautioned,Special Interest,Matt Tynauer|Matt Tyrnauer,96
894,1156,General Audience,Action and Adventure,Jack Kinney|Hamilton Luske|Bill Roberts|William Morgan,96
894,1156,General Audience,Animation,Jack Kinney|Hamilton Luske|Bill Roberts|William Morgan,96
894,1156,General Audience,Classics,Jack Kinney|Hamilton Luske|Bill Roberts|William Morgan,96
894,1156,General Audience,Comedy,Jack Kinney|Hamilton Luske|Bill Roberts|William Morgan,96
894,1156,General Audience,Kids and Family,Jack Kinney|Hamilton Luske|Bill Roberts|William Morgan,96
894,1156,General Audience,Musical and Performing Arts,Jack Kinney|Hamilton Luske|Bill Roberts|William Morgan,96
895,1158,Not Rated,Action and Adventure,Unknown,133
895,1158,Not Rated,Drama,Unknown,133
895,1158,Not Rated,Mystery and Suspense,Unknown,133
896,1159,Not Rated,Classics,David Swift,121
896,1159,Not Rated,Comedy,David Swift,121
896,1159,Not Rated,Drama,David Swift,121
896,1159,Not Rated,Musical and Performing Arts,David Swift,121
897,1160,Not Rated,Action and Adventure,Liu Chia-Liang,110
897,1160,Not Rated,Art House and International,Liu Chia-Liang,110
898,1161,Restricted,Action and Adventure,Unknown,105
898,1161,Restricted,Art House and International,Unknown,105
898,1161,Restricted,Drama,Unknown,105
898,1161,Restricted,Mystery and Suspense,Unknown,105
899,1162,Restricted,Comedy,Glenn Ficarra|John Requa,111
899,1162,Restricted,Drama,Glenn Ficarra|John Requa,111
900,1163,Restricted,Art House and International,Paul McGuigan,105
900,1163,Restricted,Drama,Paul McGuigan,105
900,1163,Restricted,Romance,Paul McGuigan,105
901,1164,Restricted,Drama,Josie Rourke,112
902,1166,Not Rated,Art House and International,Unknown,116
902,1166,Not Rated,Drama,Unknown,116
903,1167,Restricted,Comedy,Unknown,93
904,1168,Not Rated,Action and Adventure,Charles Crichton,84
904,1168,Not Rated,Drama,Charles Crichton,84
905,1169,Parents Strongly Cautioned,Horror,David Gelb,83
906,1170,Restricted,Art House and International,Tony Bill,92
906,1170,Restricted,Comedy,Tony Bill,92
906,1170,Restricted,Drama,Tony Bill,92
907,1171,Parents Strongly Cautioned,Action and Adventure,Unknown,105
907,1171,Parents Strongly Cautioned,Mystery and Suspense,Unknown,105
908,1172,Not Rated,Action and Adventure,Daniela Thomas,116
908,1172,Not Rated,Art House and International,Daniela Thomas,116
908,1172,Not Rated,Drama,Daniela Thomas,116
909,1173,Restricted,Art House and International,Andrei Tarkovsky,205
909,1173,Restricted,Drama,Andrei Tarkovsky,205
910,1175,Restricted,Art House and International,Yimou Zhang,125
910,1175,Restricted,Drama,Yimou Zhang,125
911,1176,Not Rated,Animation,Frank Fehmers,80
911,1176,Not Rated,Kids and Family,Frank Fehmers,80
912,1179,Restricted,Comedy,Robert Aldrich,119
912,1179,Restricted,Drama,Robert Aldrich,119
913,1180,Parental Guidance Suggested,Animation,Henry Selick|Tim Burton,76
913,1180,Parental Guidance Suggested,Kids and Family,Henry Selick|Tim Burton,76
913,1180,Parental Guidance Suggested,Science Fiction and Fantasy,Henry Selick|Tim Burton,76
914,1182,Parental Guidance Suggested,Documentary,Kenny Ortega,121
914,1182,Parental Guidance Suggested,Musical and Performing Arts,Kenny Ortega,121
915,1183,Restricted,Comedy,Sofia Coppola,102
915,1183,Restricted,Drama,Sofia Coppola,102
915,1183,Restricted,Romance,Sofia Coppola,102
916,1185,Not Rated,Drama,Natalya Kudryashova,116
917,1186,Restricted,Drama,Sydney Pollack,144
917,1186,Restricted,Romance,Sydney Pollack,144
918,1187,Not Rated,Art House and International,Ji Woo Chung,100
919,1189,Parental Guidance Suggested,Art House and International,Federico Fellini,115
919,1189,Parental Guidance Suggested,Classics,Federico Fellini,115
919,1189,Parental Guidance Suggested,Drama,Federico Fellini,115
920,1191,Not Rated,Classics,Irving Pichel,89
920,1191,Not Rated,Comedy,Irving Pichel,89
920,1191,Not Rated,Musical and Performing Arts,Irving Pichel,89
922,1194,Not Rated,Art House and International,Stanley Long,96
922,1194,Not Rated,Comedy,Stanley Long,96
922,1194,Not Rated,Mystery and Suspense,Stanley Long,96
924,1196,Not Rated,Classics,Busby Berkeley,120
924,1196,Not Rated,Musical and Performing Arts,Busby Berkeley,120
925,1197,Restricted,Art House and International,Bertrand Bonello,135
925,1197,Restricted,Drama,Bertrand Bonello,135
925,1197,Restricted,Special Interest,Bertrand Bonello,135
926,1199,Parents Strongly Cautioned,Comedy,Peter Faiman,107
927,1200,Restricted,Action and Adventure,Andrew Dominik,159
927,1200,Restricted,Drama,Andrew Dominik,159
927,1200,Restricted,Western,Andrew Dominik,159
928,1203,Parental Guidance Suggested,Art House and International,Richard Attenborough,157
928,1203,Parental Guidance Suggested,Drama,Richard Attenborough,157
929,1206,Parents Strongly Cautioned,Mystery and Suspense,Antony Hoffman|Anthony Hoffman,108
929,1206,Parents Strongly Cautioned,Science Fiction and Fantasy,Antony Hoffman|Anthony Hoffman,108
930,1207,Restricted,Drama,Nicholas Racz,95
930,1207,Restricted,Mystery and Suspense,Nicholas Racz,95
931,1208,Parental Guidance Suggested,Animation,Brad Bird,115
931,1208,Parental Guidance Suggested,Comedy,Brad Bird,115
931,1208,Parental Guidance Suggested,Kids and Family,Brad Bird,115
932,1209,Not Rated,Drama,Alan Gibson,60
932,1209,Not Rated,Horror,Alan Gibson,60
933,1210,Parents Strongly Cautioned,Comedy,Gary David Goldberg,98
933,1210,Parents Strongly Cautioned,Drama,Gary David Goldberg,98
933,1210,Parents Strongly Cautioned,Romance,Gary David Goldberg,98
934,1211,Parental Guidance Suggested,Art House and International,Peter Wang,103
934,1211,Parental Guidance Suggested,Comedy,Peter Wang,103
934,1211,Parental Guidance Suggested,Drama,Peter Wang,103
935,1214,Restricted,Drama,Perry Moore|Hunter Hill,93
935,1214,Restricted,Mystery and Suspense,Perry Moore|Hunter Hill,93
936,1215,Not Rated,Mystery and Suspense,Navdeep Singh,120
937,1216,Not Rated,Comedy,Oscar Godoy,85
937,1216,Not Rated,Drama,Oscar Godoy,85
938,1217,Restricted,Action and Adventure,Unknown,114
938,1217,Restricted,Drama,Unknown,114
939,1218,Restricted,Comedy,Christian Ditter,110
939,1218,Restricted,Romance,Christian Ditter,110
940,1219,Parental Guidance Suggested,Action and Adventure,Steven Spielberg,136
940,1219,Parental Guidance Suggested,Kids and Family,Steven Spielberg,136
940,1219,Parental Guidance Suggested,Science Fiction and Fantasy,Steven Spielberg,136
941,1220,Not Rated,Drama,Oren Shai,88
941,1220,Not Rated,Mystery and Suspense,Oren Shai,88
942,1221,Restricted,Drama,Jim Jarmusch,121
942,1221,Restricted,Science Fiction and Fantasy,Jim Jarmusch,121
942,1221,Restricted,Western,Jim Jarmusch,121
943,1222,Restricted,Drama,Unknown,132
944,1223,Parents Strongly Cautioned,Comedy,Peyton Reed,107
944,1223,Parents Strongly Cautioned,Drama,Peyton Reed,107
944,1223,Parents Strongly Cautioned,Romance,Peyton Reed,107
945,1224,Not Rated,Action and Adventure,Jean Negulesco,120
945,1224,Not Rated,Drama,Jean Negulesco,120
946,1225,Not Rated,Drama,Unknown,100
946,1225,Not Rated,Romance,Unknown,100
947,1226,Restricted,Drama,Unknown,107
948,1227,Parents Strongly Cautioned,Action and Adventure,Tom Shell,97
948,1227,Parents Strongly Cautioned,Drama,Tom Shell,97
948,1227,Parents Strongly Cautioned,Western,Tom Shell,97
949,1228,Parental Guidance Suggested,Classics,Milton Katselas,108
949,1228,Parental Guidance Suggested,Comedy,Milton Katselas,108
949,1228,Parental Guidance Suggested,Musical and Performing Arts,Milton Katselas,108
949,1228,Parental Guidance Suggested,Romance,Milton Katselas,108
950,1229,Not Rated,Documentary,Unknown,10
951,1231,Restricted,Mystery and Suspense,Unknown,103
951,1231,Restricted,Science Fiction and Fantasy,Unknown,103
951,1231,Restricted,Western,Unknown,103
952,1232,Not Rated,Drama,Peter Bogdanovich,120
952,1232,Not Rated,Television,Peter Bogdanovich,120
953,1234,Restricted,Comedy,Guy Maddin,100
953,1234,Restricted,Drama,Guy Maddin,100
953,1234,Restricted,Special Interest,Guy Maddin,100
954,1235,Parental Guidance Suggested,Art House and International,Unknown,101
954,1235,Parental Guidance Suggested,Comedy,Unknown,101
954,1235,Parental Guidance Suggested,Drama,Unknown,101
954,1235,Parental Guidance Suggested,Science Fiction and Fantasy,Unknown,101
954,1235,Parental Guidance Suggested,Special Interest,Unknown,101
955,1236,Restricted,Drama,Ewan McGregor,126
956,1237,Parents Strongly Cautioned,Comedy,Douglas McGrath,89
957,1238,Parental Guidance Suggested,Comedy,Ken Shapiro,91
958,1239,General Audience,Animation,Frank Nissen,67
958,1239,General Audience,Kids and Family,Frank Nissen,67
959,1241,Not Rated,Comedy,Unknown,80
959,1241,Not Rated,Romance,Unknown,80
960,1242,Not Rated,Classics,Preston Sturges,101
960,1242,Not Rated,Comedy,Preston Sturges,101
960,1242,Not Rated,Drama,Preston Sturges,101
961,1243,Parents Strongly Cautioned,Drama,Thomas Carter,136
962,1244,Parental Guidance Suggested,Comedy,Tom McLoughlin,114
962,1244,Parental Guidance Suggested,Romance,Tom McLoughlin,114
963,1246,Not Rated,Comedy,Unknown,30
963,1246,Not Rated,Special Interest,Unknown,30
964,1252,Parents Strongly Cautioned,Action and Adventure,Tom Dey,110
964,1252,Parents Strongly Cautioned,Comedy,Tom Dey,110
964,1252,Parents Strongly Cautioned,Western,Tom Dey,110
965,1253,Parents Strongly Cautioned,Art House and International,Berit Nesheim,100
965,1253,Parents Strongly Cautioned,Comedy,Berit Nesheim,100
965,1253,Parents Strongly Cautioned,Drama,Berit Nesheim,100
966,1255,Parents Strongly Cautioned,Action and Adventure,Unknown,127
966,1255,Parents Strongly Cautioned,Drama,Unknown,127
966,1255,Parents Strongly Cautioned,Science Fiction and Fantasy,Unknown,127
967,1256,Restricted,Drama,Marc Forster,99
967,1256,Restricted,Mystery and Suspense,Marc Forster,99
967,1256,Restricted,Science Fiction and Fantasy,Marc Forster,99
968,1257,Restricted,Animation,Henri Xhonneux,88
968,1257,Restricted,Art House and International,Henri Xhonneux,88
968,1257,Restricted,Comedy,Henri Xhonneux,88
968,1257,Restricted,Special Interest,Henri Xhonneux,88
969,1259,Not Rated,Documentary,Unknown,90
969,1259,Not Rated,Sports and Fitness,Unknown,90
970,1260,Not Rated,Documentary,Erik Gandini,84
970,1260,Not Rated,Special Interest,Erik Gandini,84
970,1260,Not Rated,Television,Erik Gandini,84
971,1261,Restricted,Comedy,Herbert Ross,115
971,1261,Restricted,Drama,Herbert Ross,115
972,1263,Parents Strongly Cautioned,Comedy,Daniel Taplitz,86
972,1263,Parents Strongly Cautioned,Romance,Daniel Taplitz,86
973,1264,Restricted,Mystery and Suspense,Stephan Rick,90
974,1265,Parents Strongly Cautioned,Comedy,Lawrence Kasdan,103
974,1265,Parents Strongly Cautioned,Drama,Lawrence Kasdan,103
975,1266,Restricted,Drama,Gordon Willis,96
975,1266,Restricted,Mystery and Suspense,Gordon Willis,96
977,1268,Restricted,Comedy,Jacob Aaron Estes,91
978,1270,Not Rated,Art House and International,Xie Jin,120
978,1270,Not Rated,Drama,Xie Jin,120
979,1271,Restricted,Horror,Paul Schrader,111
980,1272,Not Rated,Classics,William Wyler,115
980,1272,Not Rated,Drama,William Wyler,115
980,1272,Not Rated,Romance,William Wyler,115
981,1273,Parental Guidance Suggested,Drama,Eleanor Burke|Ron Eyal,77
982,1274,Restricted,Comedy,Philip Goodhew,105
982,1274,Restricted,Drama,Philip Goodhew,105
983,1275,Not Rated,Drama,Jen McGowan,11
984,1276,Not Rated,Classics,Fedor Ozep,89
984,1276,Not Rated,Drama,Fedor Ozep,89
984,1276,Not Rated,Mystery and Suspense,Fedor Ozep,89
985,1277,Parents Strongly Cautioned,Action and Adventure,Wolfgang Petersen,109
985,1277,Parents Strongly Cautioned,Drama,Wolfgang Petersen,109
985,1277,Parents Strongly Cautioned,Horror,Wolfgang Petersen,109
985,1277,Parents Strongly Cautioned,Science Fiction and Fantasy,Wolfgang Petersen,109
986,1279,Parental Guidance Suggested,Comedy,Paul Feig,89
986,1279,Parental Guidance Suggested,Kids and Family,Paul Feig,89
987,1280,Not Rated,Action and Adventure,Chris Riedell|Nick Riedell,92
987,1280,Not Rated,Comedy,Chris Riedell|Nick Riedell,92
988,1281,Parents Strongly Cautioned,Comedy,James Lapine,108
988,1281,Parents Strongly Cautioned,Romance,James Lapine,108
989,1282,Not Rated,Documentary,Irving Rapper,130
